issn,subject
15254135,1.0
14726874,1.0
00033022,1.0
01966553,1.0
26659913,1.0
07487983,1.0
2471254X,1.0
1757790X,1.0
21973792,1.0
22113355,1.0
20013078,1.0
87556863,1.0
02365731,1.0
18651674,1.0
17594790,1.0
13689800,1.0
00225142,1.0
14138123,1.0
1935861X,1.0
09310509,1.0
00032999,1.0
01695002,1.0
21630755,1.0
21615063,1.0
00070955,1.0
10795642,1.0
00029343,1.0
00028703,1.0
10523057,1.0
09629343,1.0
1469994X,1.0
13696513,1.0
0899823X,1.0
14732130,1.0
13685031,1.0
03005712,1.0
13882457,1.0
87507587,1.0
09660410,1.0
20515960,1.0
01688510,1.0
17448603,1.0
08824010,1.0
14665026,1.0
0142159X,1.0
22141405,1.0
01676806,1.0
20474873,1.0
07853890,1.0
15455009,1.0
0741238X,1.0
25766422,1.0
03781119,1.0
01959131,1.0
0022510X,1.0
00169013,1.0
10785884,1.0
17582652,1.0
23673192,1.0
03666999,1.0
0720048X,1.0
00224197,1.0
26891808,1.0
14726955,1.0
23327812,1.0
09957367,1.0
26249367,1.0
02683369,1.0
16727681,1.0
15517411,1.0
09601643,1.0
00223468,1.0
23120541,1.0
00421316,1.0
22245820,1.0
15276465,1.0
2398502X,1.0
20472978,1.0
09666362,1.0
17598478,1.0
87563282,1.0
14796694,1.0
19317204,1.0
00179124,1.0
03070565,1.0
15460738,1.0
17424755,1.0
24054577,1.0
05867614,1.0
09546820,1.0
0023852X,1.0
2162402X,1.0
0079497X,1.0
15299430,1.0
00107824,1.0
13538292,1.0
26413337,1.0
09394753,1.0
10507256,1.0
09646906,1.0
01956701,1.0
26666065,1.0
03012115,1.0
20564724,1.0
13960296,1.0
10634584,1.0
03064530,1.0
15365964,1.0
10530770,1.0
2576604X,1.0
14712261,1.0
09337954,1.0
10727515,1.0
0361803X,1.0
0950222X,1.0
03066800,1.0
10795014,1.0
0143005X,1.0
14366207,1.0
23521546,1.0
14726483,1.0
14712377,1.0
00319333,1.0
26669544,1.0
10713581,1.0
15357163,1.0
03932990,1.0
21697574,1.0
10580468,1.0
08905096,1.0
23078960,1.0
00121622,1.0
01432885,1.0
10575987,1.0
11791594,1.0
08913668,1.0
22131779,1.0
07703198,1.0
19442866,1.0
25729241,1.0
23300000,1.0
0025729X,1.0
24734284,1.0
00411132,1.0
23687959,1.0
18714021,1.0
09638288,1.0
03028933,1.0
21972788,1.0
10579230,1.0
00650668,1.0
00405752,1.0
01634984,1.0
19330219,1.0
01632116,1.0
19365233,1.0
03080110,1.0
21522715,1.0
10408428,1.0
10811206,1.0
21642591,1.0
0924977X,1.0
08977151,1.0
26668270,1.0
00904295,1.0
15721000,1.0
1471230X,1.0
09609776,1.0
14715953,1.0
15305627,1.0
20590105,1.0
20541058,1.0
18379664,1.0
18762018,1.0
25247921,1.0
10648011,1.0
19417713,1.0
15221946,1.0
23692960,1.0
23095377,1.0
13509462,1.0
10889051,1.0
0001690X,1.0
00257079,1.0
15550265,1.0
26436728,1.0
08035253,1.0
18760341,1.0
15689972,1.0
23289503,1.0
0966842X,1.0
2352345X,1.0
25899333,1.0
09059180,1.0
18990983,1.0
10766332,1.0
16879805,1.0
01637525,1.0
17486815,1.0
01974580,1.0
11011262,1.0
22612424,1.0
19413149,1.0
1067151X,1.0
19417640,1.0
22142894,1.0
24058033,1.0
13865056,1.0
0931041X,1.0
14712180,1.0
09546111,1.0
23744677,1.0
15248380,1.0
08159319,1.0
09374477,1.0
12338672,1.0
14712466,1.0
13645072,1.0
0937941X,1.0
19366574,1.0
01681605,1.0
0001706X,1.0
09406719,1.0
14326981,1.0
13524585,1.0
03407004,1.0
08895406,1.0
17564646,1.0
25233548,1.0
01674943,1.0
17466148,1.0
01960644,1.0
08921997,1.0
10780998,1.0
20507283,1.0
11951982,1.0
17413842,1.0
19487193,1.0
20452101,1.0
0148396X,1.0
10443983,1.0
09333657,1.0
15320464,1.0
14777835,1.0
0009921X,1.0
2313433X,1.0
22150161,1.0
26398028,1.0
03636135,1.0
08947317,1.0
1399543X,1.0
07438346,1.0
20565933,1.0
01956108,1.0
11791322,1.0
26671344,1.0
10118934,1.0
14784505,1.0
00057967,1.0
0163769X,1.0
07423071,1.0
24054569,1.0
25889311,1.0
10531807,1.0
23067381,1.0
21105820,1.0
22919694,1.0
09675868,1.0
0167594X,1.0
08878013,1.0
17441692,1.0
10580360,1.0
19290748,1.0
00071161,1.0
20524897,1.0
13538020,1.0
09621105,1.0
22186751,1.0
02724332,1.0
10184813,1.0
14714906,1.0
10107940,1.0
09020063,1.0
15524825,1.0
03057372,1.0
09056947,1.0
26322463,1.0
21601836,1.0
13688375,1.0
17208319,1.0
2673253X,1.0
10519815,1.0
01715216,1.0
10453873,1.0
00333549,1.0
15461440,1.0
17912997,1.0
11292369,1.0
26911299,1.0
00490172,1.0
26900637,1.0
15389588,1.0
01095641,1.0
00319023,1.0
00223999,1.0
11775483,1.0
09536205,1.0
00144835,1.0
18770568,1.0
10579249,1.0
25775421,1.0
14712369,1.0
17430003,1.0
11201797,1.0
1877959X,1.0
0265931X,1.0
17501326,1.0
10582916,1.0
2667193X,1.0
1774024X,1.0
07320582,1.0
24519588,1.0
00092797,1.0
15552101,1.0
14777517,1.0
19322240,1.0
14778939,1.0
03036979,1.0
18715192,1.0
26417650,1.0
01290657,1.0
20472994,1.0
24146366,1.0
22137165,1.0
23738057,1.0
03038467,1.0
03622436,1.0
17560500,1.0
0304419X,1.0
15535258,1.0
00071285,1.0
1091255X,1.0
26738392,1.0
10966218,1.0
20721439,1.0
87557223,1.0
03008126,1.0
08839441,1.0
25895559,1.0
21522650,1.0
02698811,1.0
00493848,1.0
20493258,1.0
08999007,1.0
08860440,1.0
00394238,1.0
00085006,1.0
18687075,1.0
15347362,1.0
10591311,1.0
10762752,1.0
10433074,1.0
00016349,1.0
14777525,1.0
00220345,1.0
00111287,1.0
26734192,1.0
26999293,1.0
21938229,1.0
21487782,1.0
01485717,1.0
00098981,1.0
03406199,1.0
03000605,1.0
11782390,1.0
02780240,1.0
2666920X,1.0
00071145,1.0
02692163,1.0
20488505,1.0
03642313,1.0
20952546,1.0
17528054,1.0
14602237,1.0
01689452,1.0
22122672,1.0
08968411,1.0
15433080,1.0
00142972,1.0
00099147,1.0
09320113,1.0
15265161,1.0
11787007,1.0
01475185,1.0
17921074,1.0
11762322,1.0
15507289,1.0
03405761,1.0
09379827,1.0
0006341X,1.0
13894986,1.0
21482683,1.0
25092715,1.0
03406245,1.0
21919097,1.0
08863350,1.0
08897077,1.0
25792776,1.0
02636352,1.0
20502974,1.0
19981929,1.0
10434666,1.0
00142980,1.0
19337191,1.0
00319422,1.0
23529148,1.0
1530891X,1.0
0721832X,1.0
18777171,1.0
14384639,1.0
00483575,1.0
07448481,1.0
24686530,1.0
19328486,1.0
10428194,1.0
14402440,1.0
0275004X,1.0
19360533,1.0
26665190,1.0
11791578,1.0
08825963,1.0
2051817X,1.0
02694042,1.0
00494747,1.0
22414487,1.0
14726939,1.0
00918369,1.0
16714083,1.0
02666138,1.0
00992399,1.0
09456317,1.0
21686181,1.0
26900645,1.0
09545794,1.0
13866710,1.0
00218812,1.0
18761399,1.0
14343916,1.0
15571874,1.0
09249338,1.0
10717544,1.0
14712415,1.0
01052896,1.0
00225193,1.0
10472797,1.0
25739581,1.0
00039888,1.0
18314732,1.0
05646162,1.0
16878450,1.0
17208386,1.0
16187598,1.0
15265900,1.0
14396319,1.0
14346621,1.0
1743422X,1.0
00071250,1.0
10497323,1.0
14712253,1.0
14628910,1.0
12797707,1.0
13607863,1.0
09057188,1.0
1755375X,1.0
02782391,1.0
15317129,1.0
00319317,1.0
26629399,1.0
15908658,1.0
09543007,1.0
0093691X,1.0
08856230,1.0
11782005,1.0
00220493,1.0
15534650,1.0
15747891,1.0
09517367,1.0
26668211,1.0
26895269,1.0
23148861,1.0
07496753,1.0
15443191,1.0
20500904,1.0
03438651,1.0
03076938,1.0
15548929,1.0
15901262,1.0
26433230,1.0
23528737,1.0
03090167,1.0
09349723,1.0
1476069X,1.0
10826084,1.0
15671348,1.0
00074861,1.0
1059910X,1.0
09373462,1.0
09395555,1.0
15297535,1.0
10492275,1.0
22135979,1.0
22234292,1.0
15551415,1.0
19322968,1.0
09475117,1.0
11787090,1.0
00224790,1.0
18724973,1.0
14726823,1.0
01633864,1.0
15233812,1.0
03635023,1.0
21505594,1.0
00264075,1.0
26884062,1.0
23988835,1.0
00429686,1.0
20967071,1.0
14440903,1.0
03639762,1.0
01974572,1.0
14714922,1.0
10993460,1.0
1472684X,1.0
01945998,1.0
19320620,1.0
17436095,1.0
15233790,1.0
15262375,1.0
27374807,1.0
15269914,1.0
0271678X,1.0
00048674,1.0
26666340,1.0
00296554,1.0
02772116,1.0
02507005,1.0
02735024,1.0
03048608,1.0
10647481,1.0
00221465,1.0
2397768X,1.0
00223417,1.0
14644096,1.0
09337407,1.0
18794068,1.0
20506406,1.0
10696563,1.0
23969873,1.0
09593993,1.0
20625871,1.0
26627671,1.0
02732289,1.0
00222585,1.0
09057161,1.0
07391102,1.0
15416933,1.0
1090820X,1.0
20533624,1.0
17588359,1.0
13657852,1.0
25748300,1.0
14712482,1.0
20457960,1.0
11791349,1.0
20499957,1.0
08997071,1.0
09622802,1.0
00140139,1.0
24721972,1.0
10784659,1.0
1048891X,1.0
21925682,1.0
14458330,1.0
00029440,1.0
26436809,1.0
13237799,1.0
00221198,1.0
01973851,1.0
13469843,1.0
15675394,1.0
09248579,1.0
17597706,1.0
17502640,1.0
10927875,1.0
10781439,1.0
01411136,1.0
1365182X,1.0
15475654,1.0
19917902,1.0
09296646,1.0
15216616,1.0
21938210,1.0
21568359,1.0
18694101,1.0
00207578,1.0
08916640,1.0
03400131,1.0
00178748,1.0
14777827,1.0
00016918,1.0
10344810,1.0
01456008,1.0
22102612,1.0
10987339,1.0
13404210,1.0
10273190,1.0
09547894,1.0
20760787,1.0
18610684,1.0
03412695,1.0
14784491,1.0
09527915,1.0
09687599,1.0
0102311X,1.0
09607722,1.0
00070610,1.0
09056157,1.0
24711403,1.0
14491907,1.0
01434004,1.0
13418076,1.0
23258292,1.0
13501925,1.0
24056545,1.0
09595236,1.0
18247288,1.0
02181266,1.0
10264116,1.0
26622211,1.0
23527714,1.0
27307182,1.0
03000664,1.0
14407833,1.0
03785122,1.0
22910026,1.0
15257304,1.0
19941471,1.0
11750561,1.0
25245627,1.0
15451151,1.0
03852407,1.0
10947159,1.0
08927790,1.0
14034948,1.0
20503121,1.0
21541663,1.0
00333190,1.0
01960709,1.0
1748717X,1.0
00345288,1.0
21525250,1.0
25902911,1.0
20552076,1.0
00119059,1.0
11707690,1.0
22147829,1.0
16618564,1.0
03067319,1.0
09169636,1.0
1475357X,1.0
10903801,1.0
25354051,1.0
20507771,1.0
13866532,1.0
23643722,1.0
00111384,1.0
23732822,1.0
15204081,1.0
10597794,1.0
03643190,1.0
08876185,1.0
14767058,1.0
2476762X,1.0
27086240,1.0
10529276,1.0
26878941,1.0
09066705,1.0
24054712,1.0
1341321X,1.0
11727047,1.0
03008177,1.0
22872728,1.0
2213333X,1.0
14243903,1.0
26924560,1.0
00209996,1.0
27305716,1.0
09066713,1.0
01681591,1.0
19308418,1.0
01419889,1.0
13826689,1.0
02640414,1.0
24697311,1.0
20404166,1.0
02715333,1.0
22202617,1.0
17408695,1.0
15384667,1.0
15554309,1.0
1177889X,1.0
14505932,1.0
00296643,1.0
19378688,1.0
15344843,1.0
20472919,1.0
03007995,1.0
10538569,1.0
09528180,1.0
00068993,1.0
14777819,1.0
02184958,1.0
20402392,1.0
24731242,1.0
20963564,1.0
02699702,1.0
21456054,1.0
2452302X,1.0
21991170,1.0
03440338,1.0
17470218,1.0
03741990,1.0
26660873,1.0
1354523X,1.0
25763156,1.0
15233782,1.0
0148639X,1.0
09502688,1.0
00215414,1.0
03400727,1.0
03054179,1.0
09643397,1.0
20445415,1.0
02139111,1.0
26022710,1.0
09401334,1.0
00910562,1.0
12296929,1.0
19696213,1.0
26924552,1.0
0009398X,1.0
20507887,1.0
08956111,1.0
00063363,1.0
24749842,1.0
23738227,1.0
14712296,1.0
26660490,1.0
00222828,1.0
0022006X,1.0
27307166,1.0
0144686X,1.0
20015992,1.0
01638343,1.0
23727705,1.0
14451433,1.0
22133984,1.0
23802138,1.0
01681656,1.0
09728988,1.0
2673611X,1.0
17577853,1.0
01678760,1.0
10792082,1.0
17555930,1.0
20557647,1.0
09155635,1.0
18777821,1.0
19322259,1.0
26665549,1.0
25306014,1.0
24752991,1.0
13518216,1.0
10441549,1.0
0893228X,1.0
07334648,1.0
2261236X,1.0
0268960X,1.0
12061697,1.0
00123706,1.0
0887378X,1.0
00180971,1.0
01698141,1.0
10432760,1.0
07360266,1.0
26626136,1.0
26321823,1.0
01492918,1.0
26669153,1.0
0315162X,1.0
21568650,1.0
00938548,1.0
14642662,1.0
03008932,1.0
13554786,1.0
13550306,1.0
00473278,1.0
10914269,1.0
09552863,1.0
19755937,1.0
03015629,1.0
15420124,1.0
10403590,1.0
19315244,1.0
18696953,1.0
00039985,1.0
14775131,1.0
22336079,1.0
15572625,1.0
2666061X,1.0
16841182,1.0
13573322,1.0
01611461,1.0
00945145,1.0
09652299,1.0
15251578,1.0
18280447,1.0
00273171,1.0
13548506,1.0
08878994,1.0
0392856X,1.0
22351795,1.0
26614693,1.0
19300433,1.0
10273719,1.0
20796900,1.0
01051873,1.0
17407745,1.0
18639933,1.0
08938512,1.0
15563650,1.0
17461391,1.0
00192805,1.0
00218782,1.0
18711413,1.0
20956231,1.0
10761551,1.0
01655876,1.0
09441174,1.0
01906011,1.0
01720643,1.0
17585082,1.0
00222194,1.0
01810529,1.0
26331462,1.0
01401971,1.0
20531095,1.0
13533452,1.0
22919279,1.0
11206721,1.0
20488726,1.0
08905339,1.0
26437937,1.0
15700232,1.0
15474771,1.0
00207640,1.0
17548403,1.0
10567941,1.0
24587680,1.0
00236837,1.0
15535592,1.0
2373566X,1.0
10568727,1.0
11781998,1.0
19419651,1.0
14230127,1.0
10880224,1.0
13520504,1.0
23528729,1.0
2571712X,1.0
15209512,1.0
15485943,1.0
20555784,1.0
10400605,1.0
19498349,1.0
14439506,1.0
15268209,1.0
0272989X,1.0
11073756,1.0
00330620,1.0
23219653,1.0
18861881,1.0
20524439,1.0
14363771,1.0
00058912,1.0
17408989,1.0
20426976,1.0
13591789,1.0
0160564X,1.0
01435221,1.0
18623522,1.0
00222593,1.0
10711007,1.0
14321076,1.0
09015027,1.0
26737094,1.0
03034569,1.0
00199567,1.0
23996641,1.0
02873478,1.0
1355008X,1.0
00664219,1.0
25900056,1.0
27650189,1.0
20401116,1.0
09523480,1.0
01486071,1.0
14358603,1.0
09524746,1.0
00099163,1.0
15441709,1.0
13696998,1.0
1386341X,1.0
02713586,1.0
20567944,1.0
20760752,1.0
07217714,1.0
02716798,1.0
13419625,1.0
00084263,1.0
25900595,1.0
00211265,1.0
10788174,1.0
13695274,1.0
21527806,1.0
0302766X,1.0
09182918,1.0
15590631,1.0
13592998,1.0
1059941X,1.0
20567529,1.0
10768998,1.0
18798500,1.0
02790750,1.0
17585996,1.0
03010449,1.0
13510711,1.0
03406717,1.0
18686974,1.0
07248741,1.0
00283940,1.0
09445846,1.0
07388551,1.0
00315990,1.0
01655728,1.0
01462806,1.0
13899155,1.0
11786965,1.0
15320456,1.0
22126287,1.0
09366555,1.0
26665573,1.0
00396257,1.0
19345925,1.0
0832610X,1.0
23778253,1.0
03331024,1.0
15300374,1.0
15233804,1.0
20500068,1.0
23345837,1.0
17594812,1.0
24750379,1.0
09765662,1.0
14320711,1.0
03032647,1.0
13982273,1.0
18929737,1.0
10920684,1.0
01675877,1.0
15684156,1.0
14720205,1.0
19420862,1.0
26999412,1.0
01741551,1.0
1476511X,1.0
21924848,1.0
26666235,1.0
23225939,1.0
19359772,1.0
23808950,1.0
13921126,1.0
26293269,1.0
0364216X,1.0
23525126,1.0
15571912,1.0
15387445,1.0
10463976,1.0
17508592,1.0
02567040,1.0
26673037,1.0
10760512,1.0
08011745,1.0
23094710,1.0
15191265,1.0
03630234,1.0
02664356,1.0
10901981,1.0
00320781,1.0
26621991,1.0
12687731,1.0
18632297,1.0
14602229,1.0
17558794,1.0
22124403,1.0
19808585,1.0
23566140,1.0
26386100,1.0
2047783X,1.0
16139372,1.0
11786930,1.0
00031348,1.0
26898381,1.0
14712342,1.0
10967192,1.0
23993529,1.0
0890765X,1.0
16737067,1.0
03781135,1.0
26663546,1.0
25155091,1.0
01487043,1.0
14432471,1.0
09201211,1.0
03553140,1.0
21576564,1.0
20592302,1.0
13260200,1.0
14994046,1.0
18632653,1.0
13824996,1.0
2155384X,1.0
10956670,1.0
21500894,1.0
17562848,1.0
02732300,1.0
07419325,1.0
00223492,1.0
15513777,1.0
01418955,1.0
08836612,1.0
02784297,1.0
16433750,1.0
13624393,1.0
10510443,1.0
17662524,1.0
03616878,1.0
26344386,1.0
17577241,1.0
14702118,1.0
14713012,1.0
25097075,1.0
2194587X,1.0
01681702,1.0
09396411,1.0
2589790X,1.0
00220167,1.0
10872981,1.0
21965412,1.0
09273948,1.0
14363291,1.0
26319268,1.0
15246175,1.0
09612033,1.0
15982998,1.0
02656736,1.0
15248399,1.0
01728172,1.0
08901171,1.0
02773740,1.0
14673045,1.0
14992027,1.0
27306151,1.0
17155312,1.0
09175040,1.0
25098020,1.0
0304324X,1.0
20544650,1.0
01145916,1.0
22929495,1.0
17519918,1.0
01931849,1.0
08856257,1.0
14756366,1.0
26441322,1.0
15216934,1.0
16947215,1.0
10962409,1.0
23146745,1.0
08857490,1.0
19400640,1.0
15417786,1.0
00311820,1.0
19357893,1.0
24734276,1.0
24687847,1.0
00143855,1.0
26661683,1.0
26665204,1.0
15534006,1.0
0284186X,1.0
08949867,1.0
25785745,1.0
18770657,1.0
25433164,1.0
02786133,1.0
02353490,1.0
17424801,1.0
1471227X,1.0
20493614,1.0
21630402,1.0
07351631,1.0
20521847,1.0
26306301,1.0
08957061,1.0
10933611,1.0
15391604,1.0
03603997,1.0
13634615,1.0
26669366,1.0
07369387,1.0
25424548,1.0
26376415,1.0
09608966,1.0
17521947,1.0
23523042,1.0
15272729,1.0
0145482X,1.0
22277080,1.0
17512433,1.0
17509467,1.0
10944060,1.0
09145087,1.0
00207519,1.0
15058913,1.0
13507540,1.0
22779531,1.0
23523441,1.0
01931857,1.0
15438740,1.0
1021335X,1.0
12979716,1.0
17464269,1.0
21638306,1.0
20937911,1.0
14745151,1.0
16549716,1.0
00016268,1.0
07455194,1.0
16157591,1.0
20660464,1.0
20585225,1.0
23083425,1.0
0893164X,1.0
14369990,1.0
21623619,1.0
08949115,1.0
01468693,1.0
10672516,1.0
26326655,1.0
02692155,1.0
00257931,1.0
05183766,1.0
03125963,1.0
20598661,1.0
