issn,subject
26673258,3.0
26109182,3.0
00238791,3.0
02562499,3.0
23648228,3.0
24684368,3.0
1947959X,3.0
25729861,3.0
01635700,3.0
12331821,3.0
00113891,3.0
03036758,3.0
15168913,3.0
21471762,3.0
2313626X,3.0
09746846,3.0
09717218,3.0
0023074X,3.0
27740226,3.0
01266039,3.0
09737677,3.0
08695873,3.0
02624079,3.0
02582724,3.0
00317683,3.0
10071172,3.0
20682956,3.0
09704140,3.0
20574991,3.0
16863933,3.0
23074108,3.0
10064982,3.0
2516712X,3.0
00308870,3.0
21787727,3.0
10071202,3.0
00086452,3.0
15424278,3.0
10636145,3.0
15131874,3.0
2405609X,3.0
20964226,3.0
13101331,3.0
00030996,3.0
26176548,3.0
17944449,3.0
25159321,3.0
18236782,3.0
15569195,3.0
20673795,3.0
16588371,3.0
22143157,3.0
00224456,3.0
21768501,3.0
18469787,3.0
15469239,3.0
19131844,3.0
17412242,3.0
15309274,3.0
14769263,3.0
18125654,3.0
00379565,3.0
19490569,3.0
18060374,3.0
23375760,3.0
25768484,3.0
08923310,3.0
13914588,3.0
19963343,3.0
19921454,3.0
00300950,3.0
01227483,3.0
13943065,3.0
1407009X,3.0
21743487,3.0
25230522,3.0
27907600,3.0
2473599X,3.0
10530509,3.0
13464280,3.0
26922924,3.0
21832439,3.0
03781909,3.0
1567133X,3.0
20785585,3.0
10407294,3.0
01490419,3.0
27305732,3.0
20367457,3.0
00911674,3.0
16814835,3.0
00224375,3.0
15352811,3.0
18979262,3.0
17383331,3.0
15691713,3.0
17513758,3.0
24513202,3.0
14712288,3.0
23383119,3.0
20569920,3.0
17410126,3.0
23809450,3.0
27650189,3.0
02698811,3.0
21607540,3.0
00189499,3.0
00215147,3.0
0163769X,3.0
00173134,3.0
07325223,3.0
15469530,3.0
2005727X,3.0
13478613,3.0
0001690X,3.0
20355106,3.0
21745218,3.0
13858947,3.0
13852728,3.0
09168419,3.0
10020160,3.0
10949194,3.0
03642313,3.0
17545692,3.0
19475454,3.0
09594493,3.0
1420326X,3.0
03050068,3.0
15269906,3.0
14629011,3.0
17451000,3.0
16085914,3.0
00231207,3.0
01437739,3.0
03759660,3.0
21622671,3.0
10718443,3.0
01974572,3.0
22779175,3.0
13079832,3.0
26515474,3.0
00311820,3.0
24464740,3.0
00222291,3.0
13193767,3.0
26663511,3.0
19977298,3.0
17555930,3.0
13668803,3.0
25478567,3.0
21686203,3.0
03005526,3.0
20503717,3.0
1049510X,3.0
11099518,3.0
14335298,3.0
00992240,3.0
23678194,3.0
01438166,3.0
10826084,3.0
13815148,3.0
03064573,3.0
16628985,3.0
18781543,3.0
26942518,3.0
19360975,3.0
20667752,3.0
10637745,3.0
02697653,3.0
21971153,3.0
26873532,3.0
00099260,3.0
2624862X,3.0
13567667,3.0
25001582,3.0
2673592X,3.0
10766332,3.0
1622468X,3.0
00328332,3.0
13802038,3.0
26668335,3.0
25724258,3.0
17439191,3.0
17617227,3.0
02715317,3.0
10500472,3.0
09210296,3.0
03675041,3.0
09727531,3.0
02723646,3.0
09379827,3.0
14677881,3.0
02536102,3.0
08839441,3.0
14680629,3.0
21904286,3.0
09669582,3.0
02677261,3.0
00989886,3.0
09596119,3.0
0079032X,3.0
00288233,3.0
13080830,3.0
14356104,3.0
13249347,3.0
00453609,3.0
17441374,3.0
09687637,3.0
19392699,3.0
14602725,3.0
02115638,3.0
14158876,3.0
25208438,3.0
1559131X,3.0
1435604X,3.0
10934529,3.0
19987102,3.0
02775395,3.0
24614254,3.0
16878477,3.0
24131903,3.0
17572223,3.0
24688398,3.0
10298479,3.0
09699546,3.0
23457481,3.0
17479541,3.0
21497796,3.0
20585543,3.0
01410768,3.0
25186833,3.0
11453370,3.0
17577780,3.0
26252325,3.0
02691728,3.0
23083425,3.0
09064702,3.0
08880018,3.0
09737510,3.0
18549632,3.0
00187267,3.0
00261394,3.0
00029637,3.0
10423680,3.0
09120726,3.0
26946416,3.0
21495637,3.0
25244671,3.0
10805370,3.0
13469843,3.0
2398631X,3.0
25200097,3.0
01694243,3.0
18142427,3.0
13675435,3.0
25823167,3.0
87568225,3.0
0921898X,3.0
13504851,3.0
25863932,3.0
13488503,3.0
00228567,3.0
26668319,3.0
26103540,3.0
23520124,3.0
22141766,3.0
20513380,3.0
02101963,3.0
26668181,3.0
11791543,3.0
21686254,3.0
02646021,3.0
26735172,3.0
20367503,3.0
17480272,3.0
16199987,3.0
18266983,3.0
0145305X,3.0
21975620,3.0
10382097,3.0
14732130,3.0
0970020X,3.0
26737140,3.0
03615219,3.0
23083417,3.0
02764741,3.0
10742484,3.0
16625129,3.0
00314005,3.0
10504648,3.0
20844409,3.0
08878730,3.0
15528014,3.0
00295493,3.0
22144269,3.0
09418849,3.0
18785190,3.0
00079820,3.0
09709134,3.0
25247948,3.0
13552600,3.0
09523278,3.0
22239170,3.0
05646162,3.0
15660206,3.0
13350617,3.0
18603203,3.0
22867511,3.0
23582936,3.0
1526954X,3.0
10548408,3.0
14226405,3.0
1945760X,3.0
01956574,3.0
00915521,3.0
01208322,3.0
25740350,3.0
03074358,3.0
15232409,3.0
08948755,3.0
1043951X,3.0
23057084,3.0
21528586,3.0
15739538,3.0
14710684,3.0
10426914,3.0
17555345,3.0
10160604,3.0
02189577,3.0
15172422,3.0
25620959,3.0
00092509,3.0
09540121,3.0
00295515,3.0
13850237,3.0
10408428,3.0
10792082,3.0
25814710,3.0
15378918,3.0
19382014,3.0
03544311,3.0
1010061X,3.0
07339402,3.0
00783234,3.0
2076393X,3.0
23333561,3.0
09540075,3.0
13455834,3.0
17424801,3.0
1051712X,3.0
17568692,3.0
03379736,3.0
19411340,3.0
14509636,3.0
21689709,3.0
10567879,3.0
20370849,3.0
21473129,3.0
22297286,3.0
13597566,3.0
10259112,3.0
25646605,3.0
21681805,3.0
21974225,3.0
1618565X,3.0
22138463,3.0
13674811,3.0
02048043,3.0
2247840X,3.0
00070912,3.0
02568853,3.0
00220396,3.0
20965508,3.0
01475916,3.0
2044124X,3.0
21919097,3.0
21938261,3.0
01455613,3.0
21928614,3.0
09720707,3.0
2410387X,3.0
09650903,3.0
00104140,3.0
26669102,3.0
20569890,3.0
24686964,3.0
10665285,3.0
21494622,3.0
27305937,3.0
02648725,3.0
26942461,3.0
2149309X,3.0
22213759,3.0
03050483,3.0
11773928,3.0
02331888,3.0
16725182,3.0
23174889,3.0
25852906,3.0
09098836,3.0
20506120,3.0
23973269,3.0
03785866,3.0
19373384,3.0
13594311,3.0
01693298,3.0
10283358,3.0
10928464,3.0
00168521,3.0
16744969,3.0
20089163,3.0
10508422,3.0
0022250X,3.0
21482306,3.0
00925853,3.0
10490787,3.0
26831678,3.0
25730134,3.0
18271987,3.0
0308518X,3.0
26662477,3.0
15672050,3.0
22968016,3.0
23494220,3.0
14744422,3.0
23677163,3.0
18785093,3.0
0341051X,3.0
09571787,3.0
00223360,3.0
13504630,3.0
21582440,3.0
16749871,3.0
18762883,3.0
00939994,3.0
23118571,3.0
00954527,3.0
15821838,3.0
00219975,3.0
20412649,3.0
22964185,3.0
10846654,3.0
22309055,3.0
15513815,3.0
25877836,3.0
26586436,3.0
0972978X,3.0
09295607,3.0
0009286X,3.0
15335399,3.0
14770520,3.0
26662779,3.0
13307533,3.0
17654629,3.0
09392661,3.0
24451460,3.0
25769529,3.0
23040394,3.0
12709638,3.0
20900724,3.0
2444877X,3.0
10693513,3.0
10783903,3.0
13875841,3.0
20544251,3.0
00070955,3.0
10714421,3.0
26441276,3.0
02692821,3.0
17444292,3.0
19818122,3.0
00111848,3.0
00074861,3.0
01689525,3.0
07481187,3.0
15420973,3.0
22113797,3.0
22190678,3.0
13617672,3.0
01777971,3.0
1674800X,3.0
03412059,3.0
20491891,3.0
21932697,3.0
13506129,3.0
1570646X,3.0
01406736,3.0
26692481,3.0
08939675,3.0
12299138,3.0
03043975,3.0
14602377,3.0
00218782,3.0
00983063,3.0
23321997,3.0
03050270,3.0
17103568,3.0
2218273X,3.0
10236090,3.0
24680672,3.0
01023772,3.0
11795549,3.0
26668211,3.0
16174011,3.0
22186204,3.0
15483673,3.0
22133356,3.0
23125675,3.0
00065722,3.0
0022541X,3.0
02085216,3.0
14149893,3.0
1532673X,3.0
26737086,3.0
16486897,3.0
03633624,3.0
22978747,3.0
09524746,3.0
12258318,3.0
1354523X,3.0
10590560,3.0
24681229,3.0
08920206,3.0
21625816,3.0
10506519,3.0
20013078,3.0
21642648,3.0
17318297,3.0
02508060,3.0
10225528,3.0
16171381,3.0
20732872,3.0
25716131,3.0
19429533,3.0
0883024X,3.0
0007666X,3.0
10738746,3.0
18613829,3.0
16877357,3.0
10905138,3.0
2504446X,3.0
18167403,3.0
21729077,3.0
15553434,3.0
21864969,3.0
19353812,3.0
17561833,3.0
18121837,3.0
23520965,3.0
01651587,3.0
15396851,3.0
18628346,3.0
21615063,3.0
08885885,3.0
12292818,3.0
11787007,3.0
13513958,3.0
19842295,3.0
20961790,3.0
13418076,3.0
01480545,3.0
24697249,3.0
18767931,3.0
0193841X,3.0
00218588,3.0
14707330,3.0
15233847,3.0
09666923,3.0
18579655,3.0
08874034,3.0
26336685,3.0
11787023,3.0
26736373,3.0
13694332,3.0
00288306,3.0
19717458,3.0
11099445,3.0
21625972,3.0
11263504,3.0
16787757,3.0
0792156X,3.0
15559041,3.0
18741924,3.0
23976764,3.0
27336794,3.0
02603594,3.0
20552238,3.0
17511437,3.0
19813171,3.0
15235882,3.0
09462171,3.0
25322044,3.0
22243151,3.0
20551940,3.0
15054675,3.0
26872641,3.0
18701191,3.0
12460125,3.0
14603799,3.0
24724513,3.0
13614533,3.0
1741427X,3.0
07490704,3.0
00036862,3.0
23327790,3.0
25154826,3.0
2194878X,3.0
00314056,3.0
26344610,3.0
18700713,3.0
18360947,3.0
22136657,3.0
00333085,3.0
20950349,3.0
26668459,3.0
1068820X,3.0
2666061X,3.0
20595816,3.0
15399087,3.0
25888420,3.0
22151532,3.0
19390211,3.0
1607551X,3.0
23327782,3.0
20900023,3.0
14668564,3.0
1619697X,3.0
26189712,3.0
19472935,3.0
14779757,3.0
16775449,3.0
22316361,3.0
20724292,3.0
16113683,3.0
14797585,3.0
23321806,3.0
0970258X,3.0
20487207,3.0
11786981,3.0
1559128X,3.0
00369276,3.0
21695172,3.0
10795006,3.0
13510126,3.0
16142241,3.0
2146457X,3.0
18632521,3.0
14059525,3.0
13596462,3.0
00219096,3.0
10566716,3.0
18531180,3.0
20436238,3.0
01433768,3.0
09706666,3.0
18635466,3.0
17085381,3.0
87556863,3.0
22973079,3.0
16142942,3.0
10752935,3.0
16947886,3.0
03405761,3.0
15458490,3.0
15558932,3.0
24058963,3.0
09591524,3.0
21643202,3.0
22143599,3.0
22146296,3.0
16058127,3.0
12489204,3.0
2309608X,3.0
26663961,3.0
23091533,3.0
26735768,3.0
16114051,3.0
21945756,3.0
19409052,3.0
23834897,3.0
15504263,3.0
21871094,3.0
24684562,3.0
20956983,3.0
08445621,3.0
19826907,3.0
21963061,3.0
10694404,3.0
10479511,3.0
08876703,3.0
14773155,3.0
0195928X,3.0
21609551,3.0
21944288,3.0
16586816,3.0
24687812,3.0
05677572,3.0
03019233,3.0
20541058,3.0
09658211,3.0
00221120,3.0
19805764,3.0
13562576,3.0
18150993,3.0
26738716,3.0
09594965,3.0
27306011,3.0
17534666,3.0
08859701,3.0
00457930,3.0
21884226,3.0
26631334,3.0
18742858,3.0
26348535,3.0
03610926,3.0
23801298,3.0
09309225,3.0
1212415X,3.0
25245279,3.0
07673981,3.0
22145818,3.0
09559930,3.0
05328799,3.0
00223980,3.0
19345798,3.0
20904002,3.0
14726750,3.0
09500618,3.0
1674764X,3.0
13603108,3.0
03759601,3.0
14514281,3.0
02333619,3.0
10920277,3.0
03345114,3.0
09709185,3.0
15488748,3.0
1179173X,3.0
00092819,3.0
21490333,3.0
22297928,3.0
22133461,3.0
18638171,3.0
00444537,3.0
07340664,3.0
10748407,3.0
17599954,3.0
26135817,3.0
10628606,3.0
18186254,3.0
08938849,3.0
17550793,3.0
26545756,3.0
12301388,3.0
22871640,3.0
03091325,3.0
10401334,3.0
20718160,3.0
21600392,3.0
27836207,3.0
17595002,3.0
22145524,3.0
2398502X,3.0
13057456,3.0
00144800,3.0
13803395,3.0
09524622,3.0
16747313,3.0
13691457,3.0
21520704,3.0
17574323,3.0
01565788,3.0
07982259,3.0
09617671,3.0
16879309,3.0
15982009,3.0
14017431,3.0
16877667,3.0
22962565,3.0
24150436,3.0
14330237,3.0
18715206,3.0
17277140,3.0
24662046,3.0
18092276,3.0
21487847,3.0
02850370,3.0
21681015,3.0
0107055X,3.0
02681161,3.0
12037796,3.0
09503293,3.0
13921258,3.0
00955108,3.0
18706614,3.0
16747224,3.0
0032079X,3.0
11785608,3.0
25181017,3.0
2673866X,3.0
14341239,3.0
16832981,3.0
11951982,3.0
15609278,3.0
2636848X,3.0
13231650,3.0
15258610,3.0
17762596,3.0
15237060,3.0
22118179,3.0
09517715,3.0
01429418,3.0
09546634,3.0
87564793,3.0
15209156,3.0
20472501,3.0
17388090,3.0
13862073,3.0
15233782,3.0
13387014,3.0
21471185,3.0
13229400,3.0
14451433,3.0
02693879,3.0
16879600,3.0
21965609,3.0
00167037,3.0
19416628,3.0
26924633,3.0
19327501,3.0
15365433,3.0
25816012,3.0
14620049,3.0
15481603,3.0
23528532,3.0
0862867X,3.0
00142980,3.0
0004900X,3.0
19342659,3.0
1520541X,3.0
15733963,3.0
22119124,3.0
1934662X,3.0
24996564,3.0
17585902,3.0
1011372X,3.0
10454527,3.0
20798555,3.0
01614940,3.0
00180971,3.0
13891286,3.0
23843799,3.0
14752891,3.0
24099252,3.0
01677322,3.0
2667114X,3.0
22775129,3.0
23523204,3.0
23055502,3.0
22787895,3.0
27088723,3.0
19360851,3.0
14741733,3.0
00448249,3.0
00472484,3.0
11779322,3.0
23841079,3.0
26927659,3.0
03915603,3.0
14494035,3.0
23148543,3.0
22147861,3.0
24723452,3.0
01924788,3.0
10705503,3.0
20927193,3.0
10647570,3.0
25735144,3.0
26659638,3.0
20932685,3.0
21843023,3.0
23526467,3.0
00754102,3.0
03783820,3.0
0165005X,3.0
25627600,3.0
09288910,3.0
26733633,3.0
05503213,3.0
03022838,3.0
15163598,3.0
15517144,3.0
20903448,3.0
0213005X,3.0
13691058,3.0
19951191,3.0
01725505,3.0
07517696,3.0
10260226,3.0
25112104,3.0
23274697,3.0
13636669,3.0
22134530,3.0
14670100,3.0
2364494X,3.0
10755470,3.0
23522267,3.0
00141801,3.0
16155262,3.0
00251003,3.0
16878876,3.0
10534512,3.0
2529993X,3.0
13492365,3.0
20522630,3.0
15571890,3.0
20417314,3.0
00099120,3.0
19994923,3.0
19954212,3.0
00207144,3.0
26637812,3.0
26736187,3.0
15284972,3.0
23027517,3.0
01361694,3.0
00316768,3.0
09749101,3.0
01694332,3.0
13046187,3.0
26376113,3.0
23237112,3.0
2052336X,3.0
21579407,3.0
23795042,3.0
15525260,3.0
01650521,3.0
09638687,3.0
26663503,3.0
19890397,3.0
25762516,3.0
00074977,3.0
01617346,3.0
22387854,3.0
24097144,3.0
02655322,3.0
24685194,3.0
23656271,3.0
12809659,3.0
08909369,3.0
15672018,3.0
17471028,3.0
19946538,3.0
09066691,3.0
14702541,3.0
13590987,3.0
16849981,3.0
21686165,3.0
21527180,3.0
26661381,3.0
18104967,3.0
17356814,3.0
12268615,3.0
10137025,3.0
0001706X,3.0
03732266,3.0
13907638,3.0
14156555,3.0
26323249,3.0
12266183,3.0
00224499,3.0
15352188,3.0
23279125,3.0
07294360,3.0
13540793,3.0
14662043,3.0
26368625,3.0
09396314,3.0
14624745,3.0
18650333,3.0
00131946,3.0
26261294,3.0
21463123,3.0
19348835,3.0
21665095,3.0
09337954,3.0
10523057,3.0
24055808,3.0
22925503,3.0
15284050,3.0
1876990X,3.0
13873326,3.0
14623730,3.0
10385282,3.0
00491241,3.0
03158977,3.0
17335566,3.0
25724754,3.0
14962551,3.0
09544070,3.0
24611263,3.0
07853890,3.0
15325024,3.0
25871722,3.0
00346535,3.0
16070763,3.0
03007995,3.0
26334941,3.0
2666335X,3.0
01782789,3.0
26436728,3.0
07359683,3.0
15287483,3.0
19980124,3.0
25774441,3.0
15219437,3.0
26314428,3.0
11211148,3.0
03766357,3.0
00207152,3.0
10944281,3.0
10996362,3.0
21986061,3.0
1470594X,3.0
14728028,3.0
19994915,3.0
11343060,3.0
24903329,3.0
10992340,3.0
14524457,3.0
09565221,3.0
10966838,3.0
24519456,3.0
14770024,3.0
27346382,3.0
07399332,3.0
01677764,3.0
20526121,3.0
26158132,3.0
18068324,3.0
19726724,3.0
11308621,3.0
1588385X,3.0
25900617,3.0
00049425,3.0
08674043,3.0
10781552,3.0
17538335,3.0
20506201,3.0
00099201,3.0
17443121,3.0
23529067,3.0
00094536,3.0
20514190,3.0
1258780X,3.0
03779343,3.0
22028323,3.0
22562958,3.0
00219495,3.0
09234748,3.0
12979686,3.0
23306343,3.0
03694305,3.0
19388160,3.0
00219673,3.0
22786821,3.0
10752617,3.0
19979967,3.0
26344386,3.0
02972964,3.0
20734352,3.0
20358164,3.0
17585880,3.0
23247991,3.0
21946329,3.0
25817000,3.0
17341922,3.0
00462497,3.0
25783270,3.0
07367236,3.0
2199398X,3.0
23744235,3.0
03610365,3.0
21497222,3.0
27563928,3.0
26872145,3.0
20506511,3.0
2090911X,3.0
09581669,3.0
09295313,3.0
00223859,3.0
09603409,3.0
01425463,3.0
00432547,3.0
14760584,3.0
1469221X,3.0
10939687,3.0
26248611,3.0
07376782,3.0
0889048X,3.0
14362228,3.0
13026739,3.0
09731296,3.0
09514848,3.0
04846710,3.0
08035253,3.0
23656433,3.0
22285881,3.0
09467076,3.0
10490078,3.0
25900307,3.0
00223395,3.0
07380577,3.0
15590267,3.0
00333352,3.0
08858993,3.0
1019214X,3.0
16840933,3.0
02750740,3.0
18762018,3.0
21986088,3.0
15161846,3.0
10736077,3.0
02198878,3.0
21587000,3.0
00093084,3.0
10353712,3.0
26334895,3.0
13163361,3.0
14702045,3.0
15755460,3.0
10584587,3.0
20957513,3.0
27336441,3.0
13411357,3.0
22817824,3.0
26734192,3.0
19411413,3.0
21633916,3.0
14736357,3.0
03621537,3.0
23942118,3.0
0028646X,3.0
21511950,3.0
00456713,3.0
20501161,3.0
25941631,3.0
00913367,3.0
00323217,3.0
07435584,3.0
05677718,3.0
0956053X,3.0
00222895,3.0
09621083,3.0
01634437,3.0
00384941,3.0
01492918,3.0
21923183,3.0
09538259,3.0
15734064,3.0
21579083,3.0
1478601X,3.0
23522143,3.0
19417713,3.0
23223480,3.0
26248549,3.0
01221701,3.0
00251461,3.0
02752565,3.0
09747338,3.0
14634996,3.0
26199041,3.0
00105082,3.0
00219606,3.0
1511788X,3.0
21692432,3.0
16747267,3.0
00167002,3.0
25900412,3.0
25889141,3.0
2519559X,3.0
20547668,3.0
00224197,3.0
00084433,3.0
13390015,3.0
01695150,3.0
23130245,3.0
25901427,3.0
0256307X,3.0
11791578,3.0
01629778,3.0
00315826,3.0
03011526,3.0
23186674,3.0
18747884,3.0
13170570,3.0
18776345,3.0
13545701,3.0
14789450,3.0
08968446,3.0
00018392,3.0
09534180,3.0
15412555,3.0
10016058,3.0
01979337,3.0
07339372,3.0
14644096,3.0
02635747,3.0
00063592,3.0
10573631,3.0
1414381X,3.0
18069665,3.0
03401855,3.0
25246356,3.0
23016051,3.0
03402444,3.0
10059040,3.0
26735059,3.0
17155312,3.0
00071323,3.0
20472919,3.0
23687460,3.0
8756758X,3.0
08938512,3.0
15456870,3.0
22560173,3.0
09349723,3.0
23593997,3.0
19322968,3.0
20458118,3.0
17577241,3.0
20445040,3.0
26660849,3.0
13895567,3.0
10170839,3.0
24682039,3.0
22120017,3.0
03151468,3.0
10545476,3.0
02194775,3.0
13001272,3.0
11099526,3.0
02666669,3.0
24098698,3.0
2665928X,3.0
23831979,3.0
23748265,3.0
10498923,3.0
00397911,3.0
16488504,3.0
02662426,3.0
19947836,3.0
26884844,3.0
2545384X,3.0
05147336,3.0
01145916,3.0
13675788,3.0
03080226,3.0
16177959,3.0
21676968,3.0
13489585,3.0
24734284,3.0
09218831,3.0
17581869,3.0
1735207X,3.0
18797261,3.0
02601079,3.0
18606768,3.0
00424676,3.0
17434440,3.0
14654644,3.0
2314808X,3.0
17449871,3.0
14363771,3.0
16094069,3.0
2308944X,3.0
13533452,3.0
13438786,3.0
21565414,3.0
14659891,3.0
09255214,3.0
1531636X,3.0
23196378,3.0
03054985,3.0
02195259,3.0
09470867,3.0
14528258,3.0
02671379,3.0
10659471,3.0
22116753,3.0
21910278,3.0
14512092,3.0
26678993,3.0
21984034,3.0
25446320,3.0
12117250,3.0
10717641,3.0
23643420,3.0
17555817,3.0
00015172,3.0
26163551,3.0
18085792,3.0
09056947,3.0
16429893,3.0
01384821,3.0
14719827,3.0
26271850,3.0
17430585,3.0
1179318X,3.0
03622525,3.0
00135585,3.0
2515690X,3.0
02183013,3.0
00359203,3.0
0968090X,3.0
24680451,3.0
01576321,3.0
26660164,3.0
20460481,3.0
20403364,3.0
17549477,3.0
20901321,3.0
25081349,3.0
26607484,3.0
10638628,3.0
11296437,3.0
0013791X,3.0
16624246,3.0
21535493,3.0
10153802,3.0
03009831,3.0
15459624,3.0
20002297,3.0
03427188,3.0
13892037,3.0
15094553,3.0
09442669,3.0
23284846,3.0
00310603,3.0
01628828,3.0
18828817,3.0
01973975,3.0
14387697,3.0
13596748,3.0
1098092X,3.0
00220434,3.0
25870335,3.0
00218820,3.0
10283153,3.0
2580409X,3.0
14681218,3.0
23779519,3.0
07011008,3.0
07055900,3.0
1131558X,3.0
16183169,3.0
20964250,3.0
08876185,3.0
09660429,3.0
1034912X,3.0
14795868,3.0
17405629,3.0
10681620,3.0
03678318,3.0
14791641,3.0
23634715,3.0
0954349X,3.0
26633272,3.0
22373691,3.0
08999457,3.0
15982998,3.0
00034967,3.0
26659131,3.0
0961205X,3.0
02715309,3.0
1878450X,3.0
14604086,3.0
1929073X,3.0
08852006,3.0
12263311,3.0
23335955,3.0
07370652,3.0
21951071,3.0
0203347X,3.0
02873516,3.0
0893133X,3.0
15523098,3.0
22063552,3.0
0310057X,3.0
2455328X,3.0
14653249,3.0
20457960,3.0
08976546,3.0
22713646,3.0
17585732,3.0
23314737,3.0
11201797,3.0
25903322,3.0
08239150,3.0
27132927,3.0
13698575,3.0
10105395,3.0
00958972,3.0
17583004,3.0
02111608,3.0
07173458,3.0
1877959X,3.0
20438869,3.0
11738804,3.0
00030554,3.0
15689972,3.0
00442372,3.0
00074853,3.0
23529385,3.0
24707511,3.0
00131911,3.0
00071420,3.0
09723919,3.0
22141588,3.0
00029394,3.0
20423896,3.0
13510487,3.0
07338724,3.0
20483694,3.0
20751702,3.0
1323577X,3.0
18387357,3.0
14777509,3.0
18120792,3.0
01051873,3.0
10478310,3.0
10694730,3.0
19320620,3.0
1738964X,3.0
09675426,3.0
10646175,3.0
14616688,3.0
1756591X,3.0
20597037,3.0
25225758,3.0
24540358,3.0
23993529,3.0
00220272,3.0
26171619,3.0
01458876,3.0
14725967,3.0
03076962,3.0
24681709,3.0
20426763,3.0
22967745,3.0
22124268,3.0
13490079,3.0
15477355,3.0
10493867,3.0
02726343,3.0
17837677,3.0
26895129,3.0
23117524,3.0
20550464,3.0
07437463,3.0
10510761,3.0
27160858,3.0
04251644,3.0
00933104,3.0
03057240,3.0
00219584,3.0
0194472X,3.0
10810706,3.0
12103055,3.0
09601317,3.0
00935301,3.0
00262862,3.0
00218669,3.0
18822606,3.0
20736185,3.0
02955075,3.0
05545587,3.0
20439083,3.0
00420859,3.0
13624393,3.0
13235818,3.0
07484658,3.0
00016462,3.0
22131582,3.0
24589179,3.0
25748300,3.0
00423114,3.0
09762884,3.0
09258531,3.0
10900241,3.0
08971897,3.0
2624599X,3.0
87567938,3.0
08404704,3.0
21653356,3.0
13027050,3.0
23529148,3.0
02784297,3.0
2571581X,3.0
14268876,3.0
14649357,3.0
14726831,3.0
27123510,3.0
12063312,3.0
09696016,3.0
15614018,3.0
23656379,3.0
09265805,3.0
15459993,3.0
03727025,3.0
1463922X,3.0
22132244,3.0
03063070,3.0
10623590,3.0
17482798,3.0
01615890,3.0
13684302,3.0
09541020,3.0
20957548,3.0
25139878,3.0
10942025,3.0
14926156,3.0
15701611,3.0
26174162,3.0
00244074,3.0
00071773,3.0
02545330,3.0
10481885,3.0
10710922,3.0
23296933,3.0
07181876,3.0
18705472,3.0
21563950,3.0
08953996,3.0
1082720X,3.0
21949379,3.0
15667367,3.0
14505932,3.0
20543174,3.0
19419899,3.0
20506406,3.0
25421840,3.0
08891575,3.0
19440049,3.0
20935919,3.0
00319317,3.0
02731177,3.0
14608790,3.0
13205463,3.0
13011308,3.0
13538292,3.0
21464618,3.0
13472658,3.0
1743727X,3.0
09365907,3.0
13393065,3.0
18041663,3.0
15219488,3.0
00255831,3.0
20591381,3.0
27307727,3.0
15274268,3.0
00219592,3.0
15268004,3.0
17238617,3.0
11791454,3.0
22185003,3.0
2602277X,3.0
20964579,3.0
18822576,3.0
13091042,3.0
1516635X,3.0
20556756,3.0
02790750,3.0
26541459,3.0
26344076,3.0
00411345,3.0
21931402,3.0
11793201,3.0
20505698,3.0
02506882,3.0
09743227,3.0
00909882,3.0
10973923,3.0
1369183X,3.0
21495823,3.0
00333158,3.0
26737256,3.0
00345237,3.0
08857490,3.0
09296212,3.0
03770265,3.0
00167487,3.0
09696970,3.0
14783223,3.0
0020739X,3.0
14751461,3.0
26441624,3.0
09582029,3.0
21992401,3.0
00292001,3.0
18669808,3.0
07410883,3.0
26283719,3.0
08949468,3.0
26368846,3.0
01326651,3.0
00162361,3.0
22266704,3.0
10220119,3.0
00426822,3.0
03787753,3.0
09130071,3.0
01495992,3.0
1028334X,3.0
1342937X,3.0
00983004,3.0
15685551,3.0
00125016,3.0
14712407,3.0
26942496,3.0
07554982,3.0
16011848,3.0
26738449,3.0
08164622,3.0
00301299,3.0
25889133,3.0
03407594,3.0
11035897,3.0
01468693,3.0
14696053,3.0
01677659,3.0
00292559,3.0
00169862,3.0
14712334,3.0
23091797,3.0
00218995,3.0
15827445,3.0
00127353,3.0
10899995,3.0
27374165,3.0
26872846,3.0
13507540,3.0
13063030,3.0
10020721,3.0
07403194,3.0
15216616,3.0
00351865,3.0
09382259,3.0
12268372,3.0
22780203,3.0
00167029,3.0
09543899,3.0
0304422X,3.0
19489366,3.0
18689884,3.0
0018067X,3.0
02710633,3.0
21622337,3.0
09259864,3.0
22974687,3.0
23306696,3.0
18673880,3.0
18690874,3.0
13685538,3.0
20740581,3.0
15630854,3.0
0217751X,3.0
26736861,3.0
18117775,3.0
01668641,3.0
21576904,3.0
14678039,3.0
11771062,3.0
02681315,3.0
0174304X,3.0
16642392,3.0
16389808,3.0
24248622,3.0
1530261X,3.0
09717587,3.0
09242031,3.0
09487034,3.0
24752991,3.0
2624831X,3.0
03115518,3.0
00243639,3.0
17541611,3.0
15583724,3.0
03784266,3.0
17429994,3.0
11093099,3.0
09143505,3.0
23123370,3.0
22286497,3.0
23529520,3.0
00063185,3.0
11038128,3.0
21563357,3.0
22337385,3.0
00401625,3.0
16179846,3.0
26736411,3.0
00948276,3.0
10408711,3.0
26184788,3.0
13835416,3.0
13846655,3.0
17522471,3.0
00084271,3.0
00222461,3.0
20503806,3.0
20419414,3.0
15470091,3.0
07591063,3.0
25820370,3.0
08240469,3.0
03136647,3.0
01694286,3.0
20474830,3.0
01464760,3.0
01497634,3.0
24115118,3.0
24520748,3.0
25751220,3.0
23942746,3.0
01442872,3.0
19816723,3.0
21662525,3.0
0025729X,3.0
2213333X,3.0
